brand,model,price,rating,os,ram_gb,cpu_brand,cpu_name,cpu_speed_ghz,cpu_gen,cpu_cores,cpu_threads,cpu_p_cores,cpu_e_cores,cpu_lp_e_cores,cpu_family,cpu_series,cpu_model_id,cpu_suffix,storage_gb,storage_type,secondary_storage,gpu_brand,gpu_name,gpu_vram_gb,gpu_type,gpu_series,gpu_model_id,display_size_inch,display_width_px,display_height_px,display_ppi,screen_resolution,is_touchscreen,has_ips_panel,has_retina_display,color,special_features,device_category,ram_type,warranty,weight,rating_review_text,total_processors,execution_units,energy_eff_units,low_power_cores,graphics_integrated,source_file
MSI,Vector GP66 12UGS-267,"$1,599.00 ",5.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.66 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,Zenbook Pro 14 Duo,"$2,399.99 ",4.0,Windows 11 Home,32 GB,,Core i9,,,,,,,,,,,,1 TB,,,,Dedicated,,,,,14.5 Inches,,,,,,,,Tech Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,ASUS Chromebook C203XA,$184.62 ,4.3,Chrome OS,4 GB,,MediaTek_MT8127,,,,,,,,,,,,32 GB,,,,Integrated,,,,,11.6 Inches,,,,,,,,Grey,Spill resistant,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Stealth 17Studio A13VH-053US,"$2,793.89 ",4.2,Windows 11 Home,32 GB,,Core i9,,,,,,,,,,,,1 TB,,,,RTX 4080,,,,,17.3 Inches,,,,,,,,,Anti Glare Coating,,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,Ideapad,$429.00 ,4.3,Windows 11 Home,8 GB,,Intel Core i3,,,,,,,,,,,,256 GB,,,,Intel UHD Graphics,,,,,15.6 Inches,,,,,,,,Platinum Grey,Anti Glare Coating,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,MSI GF63,$729.99 ,4.1,Windows 10 Home,16 GB,,Core i5 Family,,,,,,,,,,,,512 GB,,,,Dedicated,,,,,15.6 Inches,,,,,,,,,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
Apple,"2022 Apple MacBook Air M2, 16GB RAM, 256GB Storage - Space Gray (Z15S000CT)","$1,255.94 ",5.0,macOS 12 Monterey,16 GB,,Apple M1,3.4,,,,,,,,,,,256 GB,,,,Integrated,,,,,13.6 Inches,,,,,,,,,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,EliteBook 840,"$1,000.00 ",4.0,Windows 10 Pro,16 GB,,Core i5 6200U,,,,,,,,,,,,256 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Silver,Anti Glare Coating,,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,ProArt StudioBook 16,"$2,499.99 ",3.7,Windows 11 Home,32 GB,,Core i9,5.6 GHz,,,,,,,,,,,1 TB,,,,Dedicated,,,,,16 Inches,,,,,,,,,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$389.99 ,5.0,Windows 11,20 GB,,Pentium,1.1 GHz,,,,,,,,,,,1152 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$459.99 ,4.4,Windows 11,16 GB,,Pentium N5000,1.1 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,Ideapad 3,$639.99 ,,Windows 11,20 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Gray,,,,,,,,,,,,amazon_laptop_prices_v01.csv
SAMSUNG,Chromebook 4+,$205.00 ,4.4,Chrome OS,4 GB,,Celeron N3450,1.1 GHz,,,,,,,,,,,64 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Silver,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,"HP 14"" Chromebook",$265.99 ,3.9,Chrome OS,8 GB,,Core i3,,,,,,,,,,,,128 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Dale Gray,High Quality,,,,,,,,,,,amazon_laptop_prices_v01.csv
acer,Aspire 5,$367.29 ,4.5,Windows 11,4 GB,,Ryzen 3 3350U,,,,,,,,,,,,128 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Silver,"Fingerprint Reader, Backlit Keyboard",,,,,,,,,,,amazon_laptop_prices_v01.csv
Razer,Razer Blade 14,"$2,699.99 ",4.3,Windows 11 Home,16 GB,,Ryzen 9 7900X,,,,,,,,,,,,1 TB,,,,RTX 4070,,,,,14 Inches,,,,,,,,,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,VivoBook 15,$379.00 ,4.5,Windows 10 Home,8 GB,,Core i3-1005G1,,,,,,,,,,,,128 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Slate Gray,"Backlit Keyboard,Fingerprint,Nanoedge Bezel",,,,,,,,,,,amazon_laptop_prices_v01.csv
acer,PH16-71-74UU,"$1,649.99 ",4.5,Windows 11 Home,16 GB,,Intel Core i7,,,,,,,,,,,,1 TB,,,,Dedicated,,,,,16 Inches,,,,,,,,Black,"Backlit Keyboard, Memory Card Slot",,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,ASUS ROG Zephyrus Duo 16,"$1,589.99 ",4.3,Windows 11 Home,16 GB,,Ryzen 7,,,,,,,,,,,,1000 GB,,,,RTX 3060,,,,,16 Inches,,,,,,,,Black,Anti Glare Coating,,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,Vivobook Pro 15,"$1,399.99 ",4.6,Windows 11 Home,32 GB,,Ryzen 9,,,,,,,,,,,,1 TB,,,,Dedicated,,,,,15.6 Inches,,,,,,,,Quiet Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,XPS9310-7321WHT-SUS,"$1,229.99 ",4.1,Windows 11 Home,16 GB,,Core i7 Family,,,,,,,,,,,,512 GB,,,,Integrated,,,,,13.4 Inches,,,,,,,,White,"Fingerprint Reader, Backlit Keyboard",,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Dell G15 5520,"$1,129.99 ",4.2,Windows 11 Home,16 GB,,Core i7 Family,,,,,,,,,,,,512 GB,,,,Dedicated,,,,,15.6 Inches,,,,,,,,Shadow Grey,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$589.99 ,,Windows 11,8 GB,,Intel Core i7,1.2 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$999.99 ,4.5,Windows 11 Pro,64 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Silver,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Vector GP66 12UGS-267,"$1,599.00 ",5.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.66 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$589.99 ,,Windows 11,8 GB,,Intel Core i7,1.2 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$999.99 ,4.5,Windows 11 Pro,64 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Silver,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Vector GP66 12UGS-267,"$1,599.00 ",5.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.66 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,Vivobook 14,$479.99 ,4.4,Windows 11 Home,8 GB,,Core i5,,,,,,,,,,,,256 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Quiet Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,HP Chromebook,$94.98 ,4.3,Chrome OS,4 GB,,AMD A Series,,,,,,,,,,,,32 GB,,,,Dedicated,,,,,16 Inches,,,,,,,,Chalkboard Gray,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
LG,17Z90R-A.ADB9U1,"$2,296.99 ",3.7,Windows 11 Home,32 GB,,Intel Core i7,,,,,,,,,,,,2 TB,,,,Dedicated,,,,,17 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Stealth GS66 12UGS-025,"$1,699.00 ",1.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.6 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,Vivobook 16X,"$1,699.99 ",3.5,Windows 11 Home,32 GB,,Core i9,,,,,,,,,,,,1 TB,,,,"Integrated, Dedicated",,,,,16 Inches,,,,,,,,Indie Black,"Fingerprint Reader, HD Audio, Spill resistant, High Definition Audio, Anti Glare Coating",,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,VivoBook Pro 16,"$1,484.99 ",4.0,Windows 11 Home,16 GB,,Core i9,,,,,,,,,,,,1 TB,,,,Dedicated,,,,,16 Inches,,,,,,,,Quiet Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Latitude 5000,"$1,666.40 ",4.8,Windows 11 Pro,16 GB,,Core i5,,,,,,,,,,,,512 GB,,,,Iris Xe Graphics,,,,,14 Inches,,,,,,,,Black,"Anti-glare Screen, Water Resistant",,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,FX707ZC-ES53,$873.00 ,3.5,Windows 11 Home,16 GB,,Core i5,4.5 GHz,,,,,,,,,,,,,,,Dedicated,,,,,17.3 Inches,,,,,,,,Mecha Gray,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,HP 15,$503.58 ,4.4,Windows 11 S,12 GB,,Core i5,,,,,,,,,,,,256 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Silver,"Touchscreen Laptop, Windows Laptop, i5 Laptop",,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$389.99 ,5.0,Windows 11,20 GB,,Pentium,1.1 GHz,,,,,,,,,,,1152 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$459.99 ,4.4,Windows 11,16 GB,,Pentium N5000,1.1 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,Ideapad 3,$639.99 ,,Windows 11,20 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Gray,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Microsoft,Surface Laptop Go 2,$529.00 ,4.4,Windows 11 Home,8 GB,,Intel Core i5,,,,,,,,,,,,256 GB,,,,Integrated,,,,,12.45 Inches,,,,,,,,Platinum,Fingerprint Reader,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$299.00 ,4.1,Windows 11,8 GB,,Celeron N,1.1 GHz,,,,,,,,,,,64 GB,,,,Intel HD Graphics 600,,,,,14 Inches,,,,,,,,Rose Gold,Anti Glare Coating,,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,"Lenovo 14"" Laptop",$535.99 ,3.7,Windows 11,16 GB,,Intel Core i7,,,,,,,,,,,,512 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Blue,"Backlit Keyboard,Fingerprint Reader",,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,L14,$191.87 ,4.0,Windows 11 S,4 GB,,Pentium,,,,,,,,,,,,128 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Platinum Grey,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,GF63 Thin,$600.51 ,4.6,Windows 10,8 GB,,Unknown,,,,,,,,,,,,256 GB,,,,Dedicated,,,,,15.6 Inches,,,,,,,,Black,Anti Glare Coating,,,,,,,,,,,amazon_laptop_prices_v01.csv
Apple,MacBook Pro,"$3,059.00 ",3.0,Mac OS,32 GB,,Others,,,,,,,,,,,,1 TB,,,,Dedicated,,,,,16 Inches,,,,,,,,Space Gray,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
SAMSUNG,NP964XFG-KC1US,"$1,939.99 ",4.0,Windows 11 Pro,32 GB,,Intel Core i7,2.2 GHz,,,,,,,,,,,,,,,Integrated,,,,,16 Inches,,,,,,,,Graphite,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,ASUS Chromebook CX1,$247.05 ,4.1,Chrome OS,8 GB,,Celeron N3350,2.4 GHz,,,,,,,,,,,64 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Silver,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Stealth GS66 12UGS-025,"$1,699.00 ",1.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.6 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
DELL,Inspiron,$899.99 ,,Windows 11,32 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,16 Inches,,,,,,,,Silver,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$589.99 ,,Windows 11,8 GB,,Intel Core i7,1.2 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$999.99 ,4.5,Windows 11 Pro,64 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Silver,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Vector GP66 12UGS-267,"$1,599.00 ",5.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.66 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
acer,CP513-1H-S338,$424.46 ,4.4,Chrome OS,8 GB,,Snapdragon,,,,,,,,,,,,64 GB,,,,Integrated,,,,,13.3 Inches,,,,,,,,Silver,Backlit Kb,,,,,,,,,,,amazon_laptop_prices_v01.csv
Razer,Blade 16,"$3,611.89 ",3.8,Windows 11,32 GB,,Intel Core i9,,,,,,,,,,,,1 TB,,,,Dedicated,,,,,16 Inches,,,,,,,,Mercury,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,HP ENVY,$685.00 ,4.3,Windows 11,32 GB,,Ryzen 5,,,,,,,,,,,,1 TB,,,,Integrated,,,,,15 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
LG,16T90Q-K.AAG6U1,"$1,284.93 ",4.2,Windows 11 Home,16 GB,,Core i5,,,,,,,,,,,,512 GB,,,,Intel XE,,,,,16 Inches,,,,,,,,Green,Lightweight,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,Pavilion x360,$570.00 ,4.5,Windows 10 Home,8 GB,,Core i5,,,,,,,,,,,,256 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Natural Silver,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,HP Laptop 17-cn0025nr,$576.99 ,4.5,Windows 11 Home,8 GB,,Intel Core i5-1135G7,,,,,,,,,,,,256 GB,,,,Integrated,,,,,17.3 Inches,,,,,,,,Natural silver,"Anti Glare Coating, Memory Card Slot, Numeric Keypad",,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,ThinkPad X1 Carbon Gen 11 Laptop PC,"$1,949.99 ",5.0,Windows 11 Pro,32 GB,,Core i7 Family,,,,,,,,,,,,1 TB,,,,Integrated,,,,,14 Inches,,,,,,,,Touchscreen,,,,,,,,,,,,amazon_laptop_prices_v01.csv
LG,16Z90RS-K.ADW8U1,"$1,757.57 ",4.3,Windows 11 Home,32 GB,,Intel Core i7,5 GHz,,,,,,,,,,,1 TB,,,,Integrated,,,,,16 Inches,,,,,,,,Dynamic White,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,"HP 17.3""",$557.00 ,4.2,Windows 11,16 GB,,Core i3,,,,,,,,,,,,1 TB,,,,Integrated,,,,,17.3 Inches,,,,,,,,,Anti-glare,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$389.99 ,5.0,Windows 11,20 GB,,Pentium,1.1 GHz,,,,,,,,,,,1152 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$459.99 ,4.4,Windows 11,16 GB,,Pentium N5000,1.1 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,Ideapad 3,$639.99 ,,Windows 11,20 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Gray,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Vector GP77 13VG-096US,"$1,999.99 ",,Windows 11 Pro,32 GB,,Core i9,,,,,,,,,,,,1 TB,,,,Dedicated,,,,,17.3 Inches,,,,,,,,Cosmo Gray,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Katana 17 B13VFK-835US,"$1,399.00 ",,Windows 11 Home,32 GB,,Core i7,2.4 GHz,,,,,,,,,,,,,,,Dedicated,,,,,17.3 Inches,,,,,,,,,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,Thinkpad T480,$219.00 ,4.1,Windows 10 Pro,16 GB,,Core i5,,,,,,,,,,,,256 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Black,Fingerprint Reader,,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,ProArt StudioBook 16,"$2,199.00 ",2.5,Windows 11 Home,32 GB,,Core i9,,,,,,,,,,,,32 GB,,,,Dedicated,,,,,16 Inches,,,,,,,,Mineral Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,Zenbook Pro 14 Duo,"$2,299.99 ",4.1,Windows 11 Home,32 GB,,Intel Core i9,,,,,,,,,,,,1 TB,,,,Dedicated,,,,,14.5 Inches,,,,,,,,Tech Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,VivoBook 16,$561.00 ,4.6,Windows 11 Home,8 GB,,Ryzen 5,,,,,,,,,,,,512 GB,,,,Integrated,,,,,16 Inches,,,,,,,,Indie Black,Fingerprint Sensor,,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,"Lenovo 14"" Laptop",$181.99 ,4.2,Windows 11,4 GB,,Pentium,,,,,,,,,,,,256 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Gray,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Vector GP68HX 13VH-098US,"$2,091.05 ",5.0,Windows 11 Home,16 GB,,Core i9,,,,,,,,,,,,1 TB,,,,Dedicated,,,,,16 Inches,,,,,,,,Cosmo Gray,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,ASUS ZenBook Pro 16,"$2,499.00 ",4.2,Windows 11 Pro,32 GB,,Core i9,,,,,,,,,,,,2 TB,,,,RTX 3060,,,,,16 Inches,,,,,,,,Tech Black,Fingerprint reader,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Stealth GS66 12UGS-025,"$1,699.00 ",1.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.6 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
DELL,Inspiron,$899.99 ,,Windows 11,32 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,16 Inches,,,,,,,,Silver,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$589.99 ,,Windows 11,8 GB,,Intel Core i7,1.2 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$999.99 ,4.5,Windows 11 Pro,64 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Silver,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Vector GP66 12UGS-267,"$1,599.00 ",5.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.66 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,Chromebook 11a,$160.00 ,4.4,Chrome OS,4 GB,,MediaTek MT8183,,,,,,,,,,,,,,,,Integrated,,,,,11.6 Inches,,,,,,,,Ash Gray,Anti Glare Coating,,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,ASUS VivoBook Go 14,$231.85 ,4.1,Windows 11 Home S,4 GB,,Celeron,,,,,,,,,,,,64 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Quiet Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,HP Pavilion,$514.99 ,4.5,Windows 11,8 GB,,Intel Core i5-1135G7,,,,,,,,,,,,256 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Gold,Fingerprint Reader,,,,,,,,,,,amazon_laptop_prices_v01.csv
ASUS,ASUS ZenBook Pro Duo 15,"$2,849.00 ",4.6,Windows 10 Pro,32 GB,,Core i9,,,,,,,,,,,,1 TB,,,,RTX 3060,,,,,15.6 Inches,,,,,,,,Celestial Blue,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$579.99 ,4.7,Windows 11,32 GB,,Intel Core i3,3 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Silver,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Asus,ASUS BR1100,$279.99 ,4.1,Windows 10 Pro,4 GB,,Celeron,,,,,,,,,,,,64 GB,,,,Integrated,,,,,11.6 Inches,,,,,,,,Dark Grey,Anti Glare Coating,,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,Lenovo Ideapad,$561.99 ,4.3,Windows 11 Home,12 GB,,Intel Core i5-1135G7,,,,,,,,,,,,256 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Gray,FHD Touch Screen,,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,Lenovo Yoga 7i,$682.00 ,4.1,Windows 11 Home,8 GB,,Intel Core i5,,,,,,,,,,,,256 GB,,,,Integrated,,,,,16 Inches,,,,,,,,Gray,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$389.99 ,5.0,Windows 11,20 GB,,Pentium,1.1 GHz,,,,,,,,,,,1152 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$459.99 ,4.4,Windows 11,16 GB,,Pentium N5000,1.1 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,Ideapad 3,$639.99 ,,Windows 11,20 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Gray,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Inspiron 14 5425,$542.95 ,4.1,Windows 11 Pro,8 GB,,AMD Ryzen 7,,,,,,,,,,,,512 GB,,,,AMD Radeon Graphics,,,,,14 Inches,,,,,,,,Pebble Green,Anti-glare,,,,,,,,,,,amazon_laptop_prices_v01.csv
LENOVO,ThinkPad,"$1,249.00 ",4.2,Windows 10 Pro,16 GB,,Intel Core i7,,,,,,,,,,,,512 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Black,"Fingerprint Reader, HD Audio, Spill resistant, High Definition Audio, Anti Glare Coating",,,,,,,,,,,amazon_laptop_prices_v01.csv
SAMSUNG,Galaxy Chromebook,$643.00 ,4.2,Chrome OS,8 GB,,Core i5-10210U,,,,,,,,,,,,256 GB,,,,Integrated,,,,,13.3 Inches,,,,,,,,Fiesta Red,Support Stylus,,,,,,,,,,,amazon_laptop_prices_v01.csv
acer,CB317-1H-C6RK,$328.67 ,3.5,Chrome OS,4 GB,,Celeron N,,,,,,,,,,,,128 GB,,,,Integrated,,,,,17.3 Inches,,,,,,,,Silver,Numeric Keypad,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Inspiron 15 3530,"$1,000.00 ",4.2,Windows 11 Home,64 GB,,Core i7 Family,,,,,,,,,,,,2 TB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
DELL,Inspiron,$899.99 ,,Windows 11,32 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,16 Inches,,,,,,,,Silver,,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Stealth GS66 12UGS-025,"$1,699.00 ",1.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.6 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
ROKC,,$589.99 ,,Windows 11,8 GB,,Intel Core i7,1.2 GHz,,,,,,,,,,,1000 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,,$999.99 ,4.5,Windows 11 Pro,64 GB,,Intel Core i5,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,15.6 Inches,,,,,,,,Silver,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
MSI,Vector GP66 12UGS-267,"$1,599.00 ",5.0,Windows 11 Home,32 GB,,Intel Core i9,1.8 GHz,,,,,,,,,,,,,,,Dedicated,,,,,15.66 Inches,,,,,,,,Core Black,,,,,,,,,,,,amazon_laptop_prices_v01.csv
LG,15Z90RT-K.ADB9U1,"$1,899.00 ",4.7,Windows 11 Home,32 GB,,Intel Core i7,,,,,,,,,,,,2 TB,,,,Integrated,,,,,16 Inches,,,,,,,,Neptune Blue,,,,,,,,,,,,amazon_laptop_prices_v01.csv
acer,A514-56M-576D,$499.99 ,,Windows 11 Home,8 GB,,Core i5,,,,,,,,,,,,512 GB,,,,Integrated,,,,,14 Inches,,,,,,,,Gray,Backlit Keyboard,,,,,,,,,,,amazon_laptop_prices_v01.csv
Dell,Inspiron 5620 Laptop,"$1,020.33 ",,Windows 11 Pro,32 GB,,Core i7,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,16 Inches,,,,,,,,"Gray, Platinum Silver",,,,,,,,,,,,amazon_laptop_prices_v01.csv
HP,17-cn0003dx,$619.99 ,4.0,Windows 11,32 GB,,Intel Core i3,,,,,,,,,,,,1000 GB,,,,Integrated,,,,,17.3 Inches,,,,,,,,Silver,,,,,,,,,,,,amazon_laptop_prices_v01.csv
Lenovo,e15,$799.00 ,4.5,Windows 10 Pro,8 GB,,8032,,,,,,,,,,,,256 GB,,,,Integrated,,,,,13 Inches,,,,,,,,Black,Anti-glare,,,,,,,,,,,amazon_laptop_prices_v01.csv
